ANO,UF,SITUACAO,ADEQUACAO,AGUA,ESGOTO,LIXO,DOMICILIOS
2010,31,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,31,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,31,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,31,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,31,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,24950
2010,31,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,31,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,167689
2010,31,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,457503
2010,31,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,83064
2010,31,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,63745
2010,31,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,13292
2010,31,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,35581
2010,31,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,32,Rural,Adequado,Adequado,Adequado,Adequado,6238
2010,32,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,32,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,32,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,32,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,32,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,32,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,32,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,32,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,32,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,32,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,32,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,32,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,32,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,32,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,32,Rural,Inadequado,Inadequado,Inadequado,Inadequado,102444
2010,32,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,32,Rural,Semi-adequado,Adequado,Adequado,Inadequado,3618
2010,32,Rural,Semi-adequado,Adequado,Inadequado,Adequado,9266
2010,32,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,6024
2010,32,Rural,Semi-adequado,Inadequado,Adequado,Adequado,8088
2010,32,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,20382
2010,32,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,18578
2010,32,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,32,Urbano,Adequado,Adequado,Adequado,Adequado,734192
2010,32,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,32,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,32,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,32,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,32,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,32,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,32,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,32,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,32,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,32,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,32,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,32,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,32,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,32,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,32,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,4466
2010,32,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,32,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,49097
2010,32,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,117185
2010,32,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,20077
2010,32,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,14276
2010,32,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,3243
2010,32,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,8157
2010,32,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,33,Rural,Adequado,Adequado,Adequado,Adequado,20554
2010,33,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,33,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,33,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,33,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,33,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,33,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,33,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,33,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,33,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,33,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,33,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,33,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,33,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,33,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,33,Rural,Inadequado,Inadequado,Inadequado,Inadequado,51407
2010,33,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,33,Rural,Semi-adequado,Adequado,Adequado,Inadequado,5010
2010,33,Rural,Semi-adequado,Adequado,Inadequado,Adequado,12470
2010,33,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,4822
2010,33,Rural,Semi-adequado,Inadequado,Adequado,Adequado,19473
2010,33,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,18981
2010,33,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,33957
2010,33,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,33,Urbano,Adequado,Adequado,Adequado,Adequado,3675870
2010,33,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,33,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,33,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,33,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,33,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,33,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,33,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,33,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,33,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,33,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,33,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,33,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,33,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,33,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,33,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,64952
2010,33,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,33,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,440603
2010,33,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,305645
2010,33,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,85319
2010,33,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,401200
2010,33,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,66783
2010,33,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,167714
2010,33,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,35,Rural,Adequado,Adequado,Adequado,Adequado,55016
2010,35,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,35,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,35,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,35,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,35,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,35,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,35,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,35,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,35,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,35,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,35,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,35,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,35,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,35,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,35,Rural,Inadequado,Inadequado,Inadequado,Inadequado,180444
2010,35,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,35,Rural,Semi-adequado,Adequado,Adequado,Inadequado,7621
2010,35,Rural,Semi-adequado,Adequado,Inadequado,Adequado,33772
2010,35,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,10937
2010,35,Rural,Semi-adequado,Inadequado,Adequado,Adequado,49832
2010,35,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,83399
2010,35,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,70795
2010,35,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,35,Urbano,Adequado,Adequado,Adequado,Adequado,11325388
2010,35,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,35,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,35,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,35,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,35,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,35,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,35,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,35,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,35,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,35,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,35,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,35,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,35,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,35,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,35,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,48581
2010,35,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,35,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,390341
2010,35,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,585103
2010,35,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,101670
2010,35,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,106267
2010,35,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,30002
2010,35,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,76346
2010,35,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,41,Rural,Adequado,Adequado,Adequado,Adequado,30009
2010,41,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,41,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,41,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,41,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,41,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,41,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,41,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,41,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,41,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,41,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,41,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,41,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,41,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,41,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,41,Rural,Inadequado,Inadequado,Inadequado,Inadequado,237356
2010,41,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,41,Rural,Semi-adequado,Adequado,Adequado,Inadequado,8783
2010,41,Rural,Semi-adequado,Adequado,Inadequado,Adequado,53128
2010,41,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,39438
2010,41,Rural,Semi-adequado,Inadequado,Adequado,Adequado,17497
2010,41,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,35806
2010,41,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,42572
2010,41,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,41,Urbano,Adequado,Adequado,Adequado,Adequado,2013938
2010,41,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,41,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,41,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,41,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,41,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,41,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,41,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,41,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,41,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,41,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,41,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,41,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,41,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,41,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,41,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,9572
2010,41,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,41,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,58257
2010,41,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,741424
2010,41,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,29606
2010,41,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,27499
2010,41,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,10897
2010,41,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,18206
2010,41,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,42,Rural,Adequado,Adequado,Adequado,Adequado,28407
2010,42,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,42,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,42,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,42,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,42,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,42,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,42,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,42,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,42,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,42,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,42,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,42,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,42,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,42,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,42,Rural,Inadequado,Inadequado,Inadequado,Inadequado,90490
2010,42,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,42,Rural,Semi-adequado,Adequado,Adequado,Inadequado,7151
2010,42,Rural,Semi-adequado,Adequado,Inadequado,Adequado,19163
2010,42,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,15292
2010,42,Rural,Semi-adequado,Inadequado,Adequado,Adequado,51192
2010,42,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,52931
2010,42,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,42253
2010,42,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,42,Urbano,Adequado,Adequado,Adequado,Adequado,1303739
2010,42,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,42,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,42,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,42,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,42,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,42,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,42,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,42,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,42,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,42,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,42,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,42,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,42,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,42,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,42,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,5164
2010,42,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,42,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,31772
2010,42,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,251180
2010,42,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,8824
2010,42,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,91123
2010,42,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,7825
2010,42,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,33784
2010,42,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,43,Rural,Adequado,Adequado,Adequado,Adequado,45045
2010,43,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,43,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,43,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,43,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,43,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,43,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,43,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,43,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,43,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,43,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,43,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,43,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,43,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,43,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,43,Rural,Inadequado,Inadequado,Inadequado,Inadequado,151832
2010,43,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,43,Rural,Semi-adequado,Adequado,Adequado,Inadequado,22892
2010,43,Rural,Semi-adequado,Adequado,Inadequado,Adequado,52751
2010,43,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,71860
2010,43,Rural,Semi-adequado,Inadequado,Adequado,Adequado,52375
2010,43,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,62335
2010,43,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,57283
2010,43,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,43,Urbano,Adequado,Adequado,Adequado,Adequado,2290278
2010,43,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,43,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,43,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,43,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,43,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,43,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,43,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,43,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,43,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,43,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,43,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,43,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,43,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,43,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,43,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,10121
2010,43,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,43,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,138685
2010,43,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,491358
2010,43,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,29503
2010,43,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,140182
2010,43,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,11377
2010,43,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,42762
2010,43,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,50,Rural,Adequado,Adequado,Adequado,Adequado,1046
2010,50,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,50,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,50,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,50,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,50,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,50,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,50,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,50,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,50,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,50,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,50,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,50,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,50,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,50,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,50,Rural,Inadequado,Inadequado,Inadequado,Inadequado,70088
2010,50,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,50,Rural,Semi-adequado,Adequado,Adequado,Inadequado,1414
2010,50,Rural,Semi-adequado,Adequado,Inadequado,Adequado,3827
2010,50,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,16558
2010,50,Rural,Semi-adequado,Inadequado,Adequado,Adequado,673
2010,50,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,9129
2010,50,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,2104
2010,50,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,50,Urbano,Adequado,Adequado,Adequado,Adequado,267556
2010,50,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,50,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,50,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,50,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,50,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,50,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,50,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,50,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,50,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,50,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,50,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,50,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,50,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,50,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,50,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,3840
2010,50,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,50,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,4419
2010,50,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,340763
2010,50,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,8315
2010,50,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,17604
2010,50,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,1355
2010,50,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,26924
2010,50,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,51,Rural,Adequado,Adequado,Adequado,Adequado,1540
2010,51,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,51,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,51,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,51,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,51,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,51,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,51,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,51,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,51,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,51,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,51,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,51,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,51,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,51,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,51,Rural,Inadequado,Inadequado,Inadequado,Inadequado,113691
2010,51,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,51,Rural,Semi-adequado,Adequado,Adequado,Inadequado,918
2010,51,Rural,Semi-adequado,Adequado,Inadequado,Adequado,10828
2010,51,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,6204
2010,51,Rural,Semi-adequado,Inadequado,Adequado,Adequado,680
2010,51,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,12814
2010,51,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,6922
2010,51,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,51,Urbano,Adequado,Adequado,Adequado,Adequado,283814
2010,51,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,51,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,51,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,51,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,51,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,51,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,51,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,51,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,51,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,51,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,51,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,51,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,51,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,51,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,51,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,14119
2010,51,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,51,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,14413
2010,51,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,359189
2010,51,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,20813
2010,51,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,22100
2010,51,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,4842
2010,51,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,52676
2010,51,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,52,Rural,Adequado,Adequado,Adequado,Adequado,2778
2010,52,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,52,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,52,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,52,Rural,Adequado,Inadequado,Adequado,Adequado,0
