ANO,UF,SITUACAO,ADEQUACAO,AGUA,ESGOTO,LIXO,DOMICILIOS
2010,22,Rural,Semi-adequado,Adequado,Adequado,Inadequado,11721
2010,22,Rural,Semi-adequado,Adequado,Inadequado,Adequado,6690
2010,22,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,39125
2010,22,Rural,Semi-adequado,Inadequado,Adequado,Adequado,1615
2010,22,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,13272
2010,22,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,3617
2010,22,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,22,Urbano,Adequado,Adequado,Adequado,Adequado,191390
2010,22,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,22,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,22,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,22,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,22,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,22,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,22,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,22,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,22,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,22,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,22,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,22,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,22,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,22,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,22,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,12658
2010,22,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,22,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,26538
2010,22,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,237852
2010,22,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,66815
2010,22,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,6528
2010,22,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,2793
2010,22,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,13915
2010,22,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,23,Rural,Adequado,Adequado,Adequado,Adequado,6011
2010,23,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,23,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,23,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,23,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,23,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,23,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,23,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,23,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,23,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,23,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,23,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,23,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,23,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,23,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,23,Rural,Inadequado,Inadequado,Inadequado,Inadequado,226854
2010,23,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,23,Rural,Semi-adequado,Adequado,Adequado,Inadequado,13234
2010,23,Rural,Semi-adequado,Adequado,Inadequado,Adequado,29600
2010,23,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,115720
2010,23,Rural,Semi-adequado,Inadequado,Adequado,Adequado,1991
2010,23,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,20377
2010,23,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,16422
2010,23,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,23,Urbano,Adequado,Adequado,Adequado,Adequado,826399
2010,23,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,23,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,23,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,23,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,23,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,23,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,23,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,23,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,23,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,23,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,23,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,23,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,23,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,23,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,23,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,55143
2010,23,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,23,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,129102
2010,23,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,488306
2010,23,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,218291
2010,23,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,47294
2010,23,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,13620
2010,23,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,49653
2010,23,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,24,Rural,Adequado,Adequado,Adequado,Adequado,7349
2010,24,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,24,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,24,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,24,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,24,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,24,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,24,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,24,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,24,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,24,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,24,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,24,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,24,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,24,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,24,Rural,Inadequado,Inadequado,Inadequado,Inadequado,62816
2010,24,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,24,Rural,Semi-adequado,Adequado,Adequado,Inadequado,6049
2010,24,Rural,Semi-adequado,Adequado,Inadequado,Adequado,32906
2010,24,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,43699
2010,24,Rural,Semi-adequado,Inadequado,Adequado,Adequado,3106
2010,24,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,9917
2010,24,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,13161
2010,24,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,24,Urbano,Adequado,Adequado,Adequado,Adequado,356799
2010,24,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,24,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,24,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,24,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,24,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,24,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,24,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,24,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,24,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,24,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,24,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,24,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,24,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,24,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,24,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,5762
2010,24,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,24,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,29683
2010,24,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,270937
2010,24,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,41647
2010,24,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,6677
2010,24,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,2029
2010,24,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,13377
2010,24,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,25,Rural,Adequado,Adequado,Adequado,Adequado,4790
2010,25,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,25,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,25,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,25,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,25,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,25,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,25,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,25,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,25,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,25,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,25,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,25,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,25,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,25,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,25,Rural,Inadequado,Inadequado,Inadequado,Inadequado,134856
2010,25,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,25,Rural,Semi-adequado,Adequado,Adequado,Inadequado,3014
2010,25,Rural,Semi-adequado,Adequado,Inadequado,Adequado,13288
2010,25,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,24583
2010,25,Rural,Semi-adequado,Inadequado,Adequado,Adequado,2062
2010,25,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,13860
2010,25,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,9300
2010,25,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,25,Urbano,Adequado,Adequado,Adequado,Adequado,468463
2010,25,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,25,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,25,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,25,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,25,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,25,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,25,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,25,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,25,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,25,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,25,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,25,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,25,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,25,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,25,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,9337
2010,25,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,25,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,38923
2010,25,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,245085
2010,25,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,43437
2010,25,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,15700
2010,25,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,2717
2010,25,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,20916
2010,25,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,26,Rural,Adequado,Adequado,Adequado,Adequado,21197
2010,26,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,26,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,26,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,26,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,26,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,26,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,26,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,26,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,26,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,26,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,26,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,26,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,26,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,26,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,26,Rural,Inadequado,Inadequado,Inadequado,Inadequado,201089
2010,26,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,26,Rural,Semi-adequado,Adequado,Adequado,Inadequado,12148
2010,26,Rural,Semi-adequado,Adequado,Inadequado,Adequado,25969
2010,26,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,42978
2010,26,Rural,Semi-adequado,Inadequado,Adequado,Adequado,8300
2010,26,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,35276
2010,26,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,18420
2010,26,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,26,Urbano,Adequado,Adequado,Adequado,Adequado,1134263
2010,26,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,26,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,26,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,26,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,26,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,26,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,26,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,26,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,26,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,26,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,26,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,26,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,26,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,26,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,26,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,37764
2010,26,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,26,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,106402
2010,26,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,527927
2010,26,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,91329
2010,26,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,111335
2010,26,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,18357
2010,26,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,98149
2010,26,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,27,Rural,Adequado,Adequado,Adequado,Adequado,4051
2010,27,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,27,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,27,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,27,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,27,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,27,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,27,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,27,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,27,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,27,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,27,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,27,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,27,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,27,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,27,Rural,Inadequado,Inadequado,Inadequado,Inadequado,82286
2010,27,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,27,Rural,Semi-adequado,Adequado,Adequado,Inadequado,4505
2010,27,Rural,Semi-adequado,Adequado,Inadequado,Adequado,18358
2010,27,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,33083
2010,27,Rural,Semi-adequado,Inadequado,Adequado,Adequado,2249
2010,27,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,9001
2010,27,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,13418
2010,27,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,27,Urbano,Adequado,Adequado,Adequado,Adequado,192853
2010,27,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,27,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,27,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,27,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,27,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,27,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,27,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,27,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,27,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,27,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,27,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,27,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,27,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,27,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,27,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,22113
2010,27,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,27,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,32481
2010,27,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,235290
2010,27,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,62001
2010,27,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,31656
2010,27,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,7292
2010,27,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,61354
2010,27,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,28,Rural,Adequado,Adequado,Adequado,Adequado,6486
2010,28,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,28,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,28,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,28,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,28,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,28,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,28,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,28,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,28,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,28,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,28,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,28,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,28,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,28,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,28,Rural,Inadequado,Inadequado,Inadequado,Inadequado,47550
2010,28,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,28,Rural,Semi-adequado,Adequado,Adequado,Inadequado,4784
2010,28,Rural,Semi-adequado,Adequado,Inadequado,Adequado,28733
2010,28,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,31992
2010,28,Rural,Semi-adequado,Inadequado,Adequado,Adequado,1520
2010,28,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,4912
2010,28,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,12756
2010,28,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,28,Urbano,Adequado,Adequado,Adequado,Adequado,261932
2010,28,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,28,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,28,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,28,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,28,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,28,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,28,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,28,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,28,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,28,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,28,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,28,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,28,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,28,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,28,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,3904
2010,28,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,28,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,20910
2010,28,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,127310
2010,28,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,18611
2010,28,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,4253
2010,28,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,1155
2010,28,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,12611
2010,28,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,29,Rural,Adequado,Adequado,Adequado,Adequado,30867
2010,29,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,29,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,29,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,29,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,29,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,29,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,29,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,29,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,29,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,29,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,29,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,29,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,29,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,29,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,29,Rural,Inadequado,Inadequado,Inadequado,Inadequado,365817
2010,29,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,29,Rural,Semi-adequado,Adequado,Adequado,Inadequado,30325
2010,29,Rural,Semi-adequado,Adequado,Inadequado,Adequado,90890
2010,29,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,212510
2010,29,Rural,Semi-adequado,Inadequado,Adequado,Adequado,6759
2010,29,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,43042
2010,29,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,29037
2010,29,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,29,Urbano,Adequado,Adequado,Adequado,Adequado,1574925
2010,29,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,29,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,29,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,29,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,29,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,29,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,29,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,29,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,29,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,29,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
2010,29,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
2010,29,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
2010,29,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
2010,29,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
2010,29,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,33399
2010,29,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
2010,29,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,435573
2010,29,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,705659
2010,29,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,207205
2010,29,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,47554
2010,29,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,12019
2010,29,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,53824
2010,29,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,31,Rural,Adequado,Adequado,Adequado,Adequado,36688
2010,31,Rural,Adequado,Adequado,Adequado,Inadequado,0
2010,31,Rural,Adequado,Adequado,Inadequado,Adequado,0
2010,31,Rural,Adequado,Adequado,Inadequado,Inadequado,0
2010,31,Rural,Adequado,Inadequado,Adequado,Adequado,0
2010,31,Rural,Adequado,Inadequado,Adequado,Inadequado,0
2010,31,Rural,Adequado,Inadequado,Inadequado,Adequado,0
2010,31,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
2010,31,Rural,Inadequado,Adequado,Adequado,Adequado,0
2010,31,Rural,Inadequado,Adequado,Adequado,Inadequado,0
2010,31,Rural,Inadequado,Adequado,Inadequado,Adequado,0
2010,31,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
2010,31,Rural,Inadequado,Inadequado,Adequado,Adequado,0
2010,31,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
2010,31,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
2010,31,Rural,Inadequado,Inadequado,Inadequado,Inadequado,493719
2010,31,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
2010,31,Rural,Semi-adequado,Adequado,Adequado,Inadequado,15428
2010,31,Rural,Semi-adequado,Adequado,Inadequado,Adequado,29355
2010,31,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,61904
2010,31,Rural,Semi-adequado,Inadequado,Adequado,Adequado,18719
2010,31,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,84174
2010,31,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,58111
2010,31,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
2010,31,Urbano,Adequado,Adequado,Adequado,Adequado,4467412
2010,31,Urbano,Adequado,Adequado,Adequado,Inadequado,0
2010,31,Urbano,Adequado,Adequado,Inadequado,Adequado,0
2010,31,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
2010,31,Urbano,Adequado,Inadequado,Adequado,Adequado,0
2010,31,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
2010,31,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
2010,31,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
2010,31,Urbano,Inadequado,Adequado,Adequado,Adequado,0
2010,31,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
2010,31,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
