UF,SITUACAO,ADEQUACAO,AGUA,ESGOTO,LIXO,n
23,Rural,Adequado,Inadequado,Inadequado,Adequado,0
23,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
23,Rural,Inadequado,Adequado,Adequado,Adequado,0
23,Rural,Inadequado,Adequado,Adequado,Inadequado,0
23,Rural,Inadequado,Adequado,Inadequado,Adequado,0
23,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
23,Rural,Inadequado,Inadequado,Adequado,Adequado,0
23,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
23,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
23,Rural,Inadequado,Inadequado,Inadequado,Inadequado,596074
23,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
23,Rural,Semi-adequado,Adequado,Adequado,Inadequado,59572
23,Rural,Semi-adequado,Adequado,Inadequado,Adequado,403360
23,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,990007
23,Rural,Semi-adequado,Inadequado,Adequado,Adequado,5957
23,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,11009
23,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,63187
23,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
23,Urbano,Adequado,Adequado,Adequado,Adequado,3858390
23,Urbano,Adequado,Adequado,Adequado,Inadequado,0
23,Urbano,Adequado,Adequado,Inadequado,Adequado,0
23,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
23,Urbano,Adequado,Inadequado,Adequado,Adequado,0
23,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
23,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
23,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
23,Urbano,Inadequado,Adequado,Adequado,Adequado,0
23,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
23,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
23,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
23,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
23,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
23,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
23,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,55931
23,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
23,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,220656
23,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,2245303
23,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,422441
23,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,26151
23,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,2861
23,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,89879
23,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
24,Rural,Adequado,Adequado,Adequado,Adequado,11515
24,Rural,Adequado,Adequado,Adequado,Inadequado,0
24,Rural,Adequado,Adequado,Inadequado,Adequado,0
24,Rural,Adequado,Adequado,Inadequado,Inadequado,0
24,Rural,Adequado,Inadequado,Adequado,Adequado,0
24,Rural,Adequado,Inadequado,Adequado,Inadequado,0
24,Rural,Adequado,Inadequado,Inadequado,Adequado,0
24,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
24,Rural,Inadequado,Adequado,Adequado,Adequado,0
24,Rural,Inadequado,Adequado,Adequado,Inadequado,0
24,Rural,Inadequado,Adequado,Inadequado,Adequado,0
24,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
24,Rural,Inadequado,Inadequado,Adequado,Adequado,0
24,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
24,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
24,Rural,Inadequado,Inadequado,Inadequado,Inadequado,132884
24,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
24,Rural,Semi-adequado,Adequado,Adequado,Inadequado,3998
24,Rural,Semi-adequado,Adequado,Inadequado,Adequado,266239
24,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,233010
24,Rural,Semi-adequado,Inadequado,Adequado,Adequado,1993
24,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
24,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,60071
24,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
24,Urbano,Adequado,Adequado,Adequado,Adequado,845560
24,Urbano,Adequado,Adequado,Adequado,Inadequado,0
24,Urbano,Adequado,Adequado,Inadequado,Adequado,0
24,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
24,Urbano,Adequado,Inadequado,Adequado,Adequado,0
24,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
24,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
24,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
24,Urbano,Inadequado,Adequado,Adequado,Adequado,0
24,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
24,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
24,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
24,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
24,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
24,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
24,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,7347
24,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
24,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,35020
24,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1757662
24,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,104612
24,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,1554
24,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,0
24,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,45389
24,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
25,Rural,Adequado,Adequado,Adequado,Adequado,53961
25,Rural,Adequado,Adequado,Adequado,Inadequado,0
25,Rural,Adequado,Adequado,Inadequado,Adequado,0
25,Rural,Adequado,Adequado,Inadequado,Inadequado,0
25,Rural,Adequado,Inadequado,Adequado,Adequado,0
25,Rural,Adequado,Inadequado,Adequado,Inadequado,0
25,Rural,Adequado,Inadequado,Inadequado,Adequado,0
25,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
25,Rural,Inadequado,Adequado,Adequado,Adequado,0
25,Rural,Inadequado,Adequado,Adequado,Inadequado,0
25,Rural,Inadequado,Adequado,Inadequado,Adequado,0
25,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
25,Rural,Inadequado,Inadequado,Adequado,Adequado,0
25,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
25,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
25,Rural,Inadequado,Inadequado,Inadequado,Inadequado,316067
25,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
25,Rural,Semi-adequado,Adequado,Adequado,Inadequado,14598
25,Rural,Semi-adequado,Adequado,Inadequado,Adequado,121818
25,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,321789
25,Rural,Semi-adequado,Inadequado,Adequado,Adequado,989
25,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,8034
25,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,27836
25,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
25,Urbano,Adequado,Adequado,Adequado,Adequado,1752251
25,Urbano,Adequado,Adequado,Adequado,Inadequado,0
25,Urbano,Adequado,Adequado,Inadequado,Adequado,0
25,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
25,Urbano,Adequado,Inadequado,Adequado,Adequado,0
25,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
25,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
25,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
25,Urbano,Inadequado,Adequado,Adequado,Adequado,0
25,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
25,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
25,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
25,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
25,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
25,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
25,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,24212
25,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
25,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,114111
25,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1051218
25,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,149409
25,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,13724
25,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,0
25,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,26767
25,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
26,Rural,Adequado,Adequado,Adequado,Adequado,104611
26,Rural,Adequado,Adequado,Adequado,Inadequado,0
26,Rural,Adequado,Adequado,Inadequado,Adequado,0
26,Rural,Adequado,Adequado,Inadequado,Inadequado,0
26,Rural,Adequado,Inadequado,Adequado,Adequado,0
26,Rural,Adequado,Inadequado,Adequado,Inadequado,0
26,Rural,Adequado,Inadequado,Inadequado,Adequado,0
26,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
26,Rural,Inadequado,Adequado,Adequado,Adequado,0
26,Rural,Inadequado,Adequado,Adequado,Inadequado,0
26,Rural,Inadequado,Adequado,Inadequado,Adequado,0
26,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
26,Rural,Inadequado,Inadequado,Adequado,Adequado,0
26,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
26,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
26,Rural,Inadequado,Inadequado,Inadequado,Inadequado,606963
26,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
26,Rural,Semi-adequado,Adequado,Adequado,Inadequado,98894
26,Rural,Semi-adequado,Adequado,Inadequado,Adequado,123896
26,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,589288
26,Rural,Semi-adequado,Inadequado,Adequado,Adequado,4897
26,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,23101
26,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,41573
26,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
26,Urbano,Adequado,Adequado,Adequado,Adequado,4786715
26,Urbano,Adequado,Adequado,Adequado,Inadequado,0
26,Urbano,Adequado,Adequado,Inadequado,Adequado,0
26,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
26,Urbano,Adequado,Inadequado,Adequado,Adequado,0
26,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
26,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
26,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
26,Urbano,Inadequado,Adequado,Adequado,Adequado,0
26,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
26,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
26,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
26,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
26,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
26,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
26,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,95165
26,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
26,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,608440
26,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1536175
26,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,660245
26,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,46050
26,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,53966
26,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,119432
26,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
27,Rural,Adequado,Adequado,Adequado,Adequado,43957
27,Rural,Adequado,Adequado,Adequado,Inadequado,0
27,Rural,Adequado,Adequado,Inadequado,Adequado,0
27,Rural,Adequado,Adequado,Inadequado,Inadequado,0
27,Rural,Adequado,Inadequado,Adequado,Adequado,0
27,Rural,Adequado,Inadequado,Adequado,Inadequado,0
27,Rural,Adequado,Inadequado,Inadequado,Adequado,0
27,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
27,Rural,Inadequado,Adequado,Adequado,Adequado,0
27,Rural,Inadequado,Adequado,Adequado,Inadequado,0
27,Rural,Inadequado,Adequado,Inadequado,Adequado,0
27,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
27,Rural,Inadequado,Inadequado,Adequado,Adequado,0
27,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
27,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
27,Rural,Inadequado,Inadequado,Inadequado,Inadequado,247498
27,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
27,Rural,Semi-adequado,Adequado,Adequado,Inadequado,27277
27,Rural,Semi-adequado,Adequado,Inadequado,Adequado,165316
27,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,278233
27,Rural,Semi-adequado,Inadequado,Adequado,Adequado,1345
27,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,10841
27,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,27568
27,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
27,Urbano,Adequado,Adequado,Adequado,Adequado,1158992
27,Urbano,Adequado,Adequado,Adequado,Inadequado,0
27,Urbano,Adequado,Adequado,Inadequado,Adequado,0
27,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
27,Urbano,Adequado,Inadequado,Adequado,Adequado,0
27,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
27,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
27,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
27,Urbano,Inadequado,Adequado,Adequado,Adequado,0
27,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
27,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
27,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
27,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
27,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
27,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
27,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,16001
27,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
27,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,144339
27,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,975617
27,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,196158
27,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,7707
27,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,3628
27,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,25601
27,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
28,Rural,Adequado,Adequado,Adequado,Adequado,31215
28,Rural,Adequado,Adequado,Adequado,Inadequado,0
28,Rural,Adequado,Adequado,Inadequado,Adequado,0
28,Rural,Adequado,Adequado,Inadequado,Inadequado,0
28,Rural,Adequado,Inadequado,Adequado,Adequado,0
28,Rural,Adequado,Inadequado,Adequado,Inadequado,0
28,Rural,Adequado,Inadequado,Inadequado,Adequado,0
28,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
28,Rural,Inadequado,Adequado,Adequado,Adequado,0
28,Rural,Inadequado,Adequado,Adequado,Inadequado,0
28,Rural,Inadequado,Adequado,Inadequado,Adequado,0
28,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
28,Rural,Inadequado,Inadequado,Adequado,Adequado,0
28,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
28,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
28,Rural,Inadequado,Inadequado,Inadequado,Inadequado,112733
28,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
28,Rural,Semi-adequado,Adequado,Adequado,Inadequado,12622
28,Rural,Semi-adequado,Adequado,Inadequado,Adequado,178489
28,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,133146
28,Rural,Semi-adequado,Inadequado,Adequado,Adequado,3714
28,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
28,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,27412
28,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
28,Urbano,Adequado,Adequado,Adequado,Adequado,1017981
28,Urbano,Adequado,Adequado,Adequado,Inadequado,0
28,Urbano,Adequado,Adequado,Inadequado,Adequado,0
28,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
28,Urbano,Adequado,Inadequado,Adequado,Adequado,0
28,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
28,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
28,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
28,Urbano,Inadequado,Adequado,Adequado,Adequado,0
28,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
28,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
28,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
28,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
28,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
28,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
28,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,16604
28,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
28,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,11911
28,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,657208
28,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,57745
28,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,7024
28,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,1778
28,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,28967
28,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
29,Rural,Adequado,Adequado,Adequado,Adequado,287074
29,Rural,Adequado,Adequado,Adequado,Inadequado,0
29,Rural,Adequado,Adequado,Inadequado,Adequado,0
29,Rural,Adequado,Adequado,Inadequado,Inadequado,0
29,Rural,Adequado,Inadequado,Adequado,Adequado,0
29,Rural,Adequado,Inadequado,Adequado,Inadequado,0
29,Rural,Adequado,Inadequado,Inadequado,Adequado,0
29,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
29,Rural,Inadequado,Adequado,Adequado,Adequado,0
29,Rural,Inadequado,Adequado,Adequado,Inadequado,0
29,Rural,Inadequado,Adequado,Inadequado,Adequado,0
29,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
29,Rural,Inadequado,Inadequado,Adequado,Adequado,0
29,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
29,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
29,Rural,Inadequado,Inadequado,Inadequado,Inadequado,745716
29,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
29,Rural,Semi-adequado,Adequado,Adequado,Inadequado,156049
29,Rural,Semi-adequado,Adequado,Inadequado,Adequado,871758
29,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,1930217
29,Rural,Semi-adequado,Inadequado,Adequado,Adequado,10655
29,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,14135
29,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,125296
29,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
29,Urbano,Adequado,Adequado,Adequado,Adequado,6202260
29,Urbano,Adequado,Adequado,Adequado,Inadequado,0
29,Urbano,Adequado,Adequado,Inadequado,Adequado,0
29,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
29,Urbano,Adequado,Inadequado,Adequado,Adequado,0
29,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
29,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
29,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
29,Urbano,Inadequado,Adequado,Adequado,Adequado,0
29,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
29,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
29,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
29,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
29,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
29,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
29,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,44142
29,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
29,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,1461310
29,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,2019509
29,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,796680
29,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,26251
29,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,18236
29,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,144223
29,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
31,Rural,Adequado,Adequado,Adequado,Adequado,188821
31,Rural,Adequado,Adequado,Adequado,Inadequado,0
31,Rural,Adequado,Adequado,Inadequado,Adequado,0
31,Rural,Adequado,Adequado,Inadequado,Inadequado,0
31,Rural,Adequado,Inadequado,Adequado,Adequado,0
31,Rural,Adequado,Inadequado,Adequado,Inadequado,0
31,Rural,Adequado,Inadequado,Inadequado,Adequado,0
31,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
31,Rural,Inadequado,Adequado,Adequado,Adequado,0
31,Rural,Inadequado,Adequado,Adequado,Inadequado,0
31,Rural,Inadequado,Adequado,Inadequado,Adequado,0
31,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
31,Rural,Inadequado,Inadequado,Adequado,Adequado,0
31,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
31,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
31,Rural,Inadequado,Inadequado,Inadequado,Inadequado,110097
31,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
31,Rural,Semi-adequado,Adequado,Adequado,Inadequado,121521
31,Rural,Semi-adequado,Adequado,Inadequado,Adequado,479790
31,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,1823680
31,Rural,Semi-adequado,Inadequado,Adequado,Adequado,375
31,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,560
31,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,5246
31,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
31,Urbano,Adequado,Adequado,Adequado,Adequado,16386304
31,Urbano,Adequado,Adequado,Adequado,Inadequado,0
31,Urbano,Adequado,Adequado,Inadequado,Adequado,0
31,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
31,Urbano,Adequado,Inadequado,Adequado,Adequado,0
31,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
31,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
31,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
31,Urbano,Inadequado,Adequado,Adequado,Adequado,0
31,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
31,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
31,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
31,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
31,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
31,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
31,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,10818
31,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
31,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,420217
31,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1315880
31,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,265997
31,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,18769
31,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,1855
31,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,8222
31,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
32,Rural,Adequado,Adequado,Adequado,Adequado,39356
32,Rural,Adequado,Adequado,Adequado,Inadequado,0
32,Rural,Adequado,Adequado,Inadequado,Adequado,0
32,Rural,Adequado,Adequado,Inadequado,Inadequado,0
32,Rural,Adequado,Inadequado,Adequado,Adequado,0
32,Rural,Adequado,Inadequado,Adequado,Inadequado,0
32,Rural,Adequado,Inadequado,Inadequado,Adequado,0
32,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
32,Rural,Inadequado,Adequado,Adequado,Adequado,0
32,Rural,Inadequado,Adequado,Adequado,Inadequado,0
32,Rural,Inadequado,Adequado,Inadequado,Adequado,0
32,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
32,Rural,Inadequado,Inadequado,Adequado,Adequado,0
32,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
32,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
32,Rural,Inadequado,Inadequado,Inadequado,Inadequado,4451
32,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
32,Rural,Semi-adequado,Adequado,Adequado,Inadequado,17688
32,Rural,Semi-adequado,Adequado,Inadequado,Adequado,170727
32,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,324146
32,Rural,Semi-adequado,Inadequado,Adequado,Adequado,257
32,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
32,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,1176
32,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
32,Urbano,Adequado,Adequado,Adequado,Adequado,2954691
32,Urbano,Adequado,Adequado,Adequado,Inadequado,0
32,Urbano,Adequado,Adequado,Inadequado,Adequado,0
32,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
32,Urbano,Adequado,Inadequado,Adequado,Adequado,0
32,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
32,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
32,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
32,Urbano,Inadequado,Adequado,Adequado,Adequado,0
32,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
32,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
32,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
32,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
32,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
32,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
32,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,1903
32,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
32,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,101386
32,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,340549
32,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,50620
32,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,3976
32,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,1430
32,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,2570
32,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
33,Rural,Adequado,Adequado,Adequado,Adequado,86856
33,Rural,Adequado,Adequado,Adequado,Inadequado,0
33,Rural,Adequado,Adequado,Inadequado,Adequado,0
33,Rural,Adequado,Adequado,Inadequado,Inadequado,0
33,Rural,Adequado,Inadequado,Adequado,Adequado,0
33,Rural,Adequado,Inadequado,Adequado,Inadequado,0
33,Rural,Adequado,Inadequado,Inadequado,Adequado,0
33,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
33,Rural,Inadequado,Adequado,Adequado,Adequado,0
33,Rural,Inadequado,Adequado,Adequado,Inadequado,0
33,Rural,Inadequado,Adequado,Inadequado,Adequado,0
33,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
33,Rural,Inadequado,Inadequado,Adequado,Adequado,0
33,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
33,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
