UF,SITUACAO,ADEQUACAO,AGUA,ESGOTO,LIXO,n
33,Rural,Inadequado,Inadequado,Inadequado,Inadequado,7545
33,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
33,Rural,Semi-adequado,Adequado,Adequado,Inadequado,34979
33,Rural,Semi-adequado,Adequado,Inadequado,Adequado,175287
33,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,121364
33,Rural,Semi-adequado,Inadequado,Adequado,Adequado,5239
33,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,331
33,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,18254
33,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
33,Urbano,Adequado,Adequado,Adequado,Adequado,14165418
33,Urbano,Adequado,Adequado,Adequado,Inadequado,0
33,Urbano,Adequado,Adequado,Inadequado,Adequado,0
33,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
33,Urbano,Adequado,Inadequado,Adequado,Adequado,0
33,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
33,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
33,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
33,Urbano,Inadequado,Adequado,Adequado,Adequado,0
33,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
33,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
33,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
33,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
33,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
33,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
33,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,3408
33,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
33,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,1029015
33,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1057426
33,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,283816
33,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,173577
33,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,17811
33,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,84085
33,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
35,Rural,Adequado,Adequado,Adequado,Adequado,225575
35,Rural,Adequado,Adequado,Adequado,Inadequado,0
35,Rural,Adequado,Adequado,Inadequado,Adequado,0
35,Rural,Adequado,Adequado,Inadequado,Inadequado,0
35,Rural,Adequado,Inadequado,Adequado,Adequado,0
35,Rural,Adequado,Inadequado,Adequado,Inadequado,0
35,Rural,Adequado,Inadequado,Inadequado,Adequado,0
35,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
35,Rural,Inadequado,Adequado,Adequado,Adequado,0
35,Rural,Inadequado,Adequado,Adequado,Inadequado,0
35,Rural,Inadequado,Adequado,Inadequado,Adequado,0
35,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
35,Rural,Inadequado,Inadequado,Adequado,Adequado,0
35,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
35,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
35,Rural,Inadequado,Inadequado,Inadequado,Inadequado,52171
35,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
35,Rural,Semi-adequado,Adequado,Adequado,Inadequado,66610
35,Rural,Semi-adequado,Adequado,Inadequado,Adequado,661463
35,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,710901
35,Rural,Semi-adequado,Inadequado,Adequado,Adequado,25713
35,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,2004
35,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,47817
35,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
35,Urbano,Adequado,Adequado,Adequado,Adequado,40434145
35,Urbano,Adequado,Adequado,Adequado,Inadequado,0
35,Urbano,Adequado,Adequado,Inadequado,Adequado,0
35,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
35,Urbano,Adequado,Inadequado,Adequado,Adequado,0
35,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
35,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
35,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
35,Urbano,Inadequado,Adequado,Adequado,Adequado,0
35,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
35,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
35,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
35,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
35,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
35,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
35,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,25508
35,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
35,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,1282955
35,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1909385
35,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,215150
35,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,175989
35,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,0
35,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,77285
35,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
41,Rural,Adequado,Adequado,Adequado,Adequado,103753
41,Rural,Adequado,Adequado,Adequado,Inadequado,0
41,Rural,Adequado,Adequado,Inadequado,Adequado,0
41,Rural,Adequado,Adequado,Inadequado,Inadequado,0
41,Rural,Adequado,Inadequado,Adequado,Adequado,0
41,Rural,Adequado,Inadequado,Adequado,Inadequado,0
41,Rural,Adequado,Inadequado,Inadequado,Adequado,0
41,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
41,Rural,Inadequado,Adequado,Adequado,Adequado,0
41,Rural,Inadequado,Adequado,Adequado,Inadequado,0
41,Rural,Inadequado,Adequado,Inadequado,Adequado,0
41,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
41,Rural,Inadequado,Inadequado,Adequado,Adequado,0
41,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
41,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
41,Rural,Inadequado,Inadequado,Inadequado,Inadequado,24841
41,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
41,Rural,Semi-adequado,Adequado,Adequado,Inadequado,38911
41,Rural,Semi-adequado,Adequado,Inadequado,Adequado,416405
41,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,772214
41,Rural,Semi-adequado,Inadequado,Adequado,Adequado,4995
41,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,3227
41,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,4745
41,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
41,Urbano,Adequado,Adequado,Adequado,Adequado,7830145
41,Urbano,Adequado,Adequado,Adequado,Inadequado,0
41,Urbano,Adequado,Adequado,Inadequado,Adequado,0
41,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
41,Urbano,Adequado,Inadequado,Adequado,Adequado,0
41,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
41,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
41,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
41,Urbano,Inadequado,Adequado,Adequado,Adequado,0
41,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
41,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
41,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
41,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
41,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
41,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
41,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,0
41,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
41,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,53177
41,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,2011558
41,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,69794
41,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,47911
41,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,2162
41,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,36725
41,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
42,Rural,Adequado,Adequado,Adequado,Adequado,107628
42,Rural,Adequado,Adequado,Adequado,Inadequado,0
42,Rural,Adequado,Adequado,Inadequado,Adequado,0
42,Rural,Adequado,Adequado,Inadequado,Inadequado,0
42,Rural,Adequado,Inadequado,Adequado,Adequado,0
42,Rural,Adequado,Inadequado,Adequado,Inadequado,0
42,Rural,Adequado,Inadequado,Inadequado,Adequado,0
42,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
42,Rural,Inadequado,Adequado,Adequado,Adequado,0
42,Rural,Inadequado,Adequado,Adequado,Inadequado,0
42,Rural,Inadequado,Adequado,Inadequado,Adequado,0
42,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
42,Rural,Inadequado,Inadequado,Adequado,Adequado,0
42,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
42,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
42,Rural,Inadequado,Inadequado,Inadequado,Inadequado,10987
42,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
42,Rural,Semi-adequado,Adequado,Adequado,Inadequado,41220
42,Rural,Semi-adequado,Adequado,Inadequado,Adequado,410071
42,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,406528
42,Rural,Semi-adequado,Inadequado,Adequado,Adequado,6987
42,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,546
42,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,20272
42,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
42,Urbano,Adequado,Adequado,Adequado,Adequado,3816217
42,Urbano,Adequado,Adequado,Adequado,Inadequado,0
42,Urbano,Adequado,Adequado,Inadequado,Adequado,0
42,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
42,Urbano,Adequado,Inadequado,Adequado,Adequado,0
42,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
42,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
42,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
42,Urbano,Inadequado,Adequado,Adequado,Adequado,0
42,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
42,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
42,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
42,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
42,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
42,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
42,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,4133
42,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
42,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,316683
42,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1862874
42,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,101394
42,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,23956
42,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,567
42,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,22966
42,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
43,Rural,Adequado,Adequado,Adequado,Adequado,98568
43,Rural,Adequado,Adequado,Adequado,Inadequado,0
43,Rural,Adequado,Adequado,Inadequado,Adequado,0
43,Rural,Adequado,Adequado,Inadequado,Inadequado,0
43,Rural,Adequado,Inadequado,Adequado,Adequado,0
43,Rural,Adequado,Inadequado,Adequado,Inadequado,0
43,Rural,Adequado,Inadequado,Inadequado,Adequado,0
43,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
43,Rural,Inadequado,Adequado,Adequado,Adequado,0
43,Rural,Inadequado,Adequado,Adequado,Inadequado,0
43,Rural,Inadequado,Adequado,Inadequado,Adequado,0
43,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
43,Rural,Inadequado,Inadequado,Adequado,Adequado,0
43,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
43,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
43,Rural,Inadequado,Inadequado,Inadequado,Inadequado,12120
43,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
43,Rural,Semi-adequado,Adequado,Adequado,Inadequado,45220
43,Rural,Semi-adequado,Adequado,Inadequado,Adequado,688443
43,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,650357
43,Rural,Semi-adequado,Inadequado,Adequado,Adequado,521
43,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,600
43,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,4092
43,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
43,Urbano,Adequado,Adequado,Adequado,Adequado,7303278
43,Urbano,Adequado,Adequado,Adequado,Inadequado,0
43,Urbano,Adequado,Adequado,Inadequado,Adequado,0
43,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
43,Urbano,Adequado,Inadequado,Adequado,Adequado,0
43,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
43,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
43,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
43,Urbano,Inadequado,Adequado,Adequado,Adequado,0
43,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
43,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
43,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
43,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
43,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
43,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
43,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,5068
43,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
43,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,390843
43,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1913231
43,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,113108
43,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,116593
43,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,1306
43,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,15298
43,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
50,Rural,Adequado,Adequado,Adequado,Adequado,1618
50,Rural,Adequado,Adequado,Adequado,Inadequado,0
50,Rural,Adequado,Adequado,Inadequado,Adequado,0
50,Rural,Adequado,Adequado,Inadequado,Inadequado,0
50,Rural,Adequado,Inadequado,Adequado,Adequado,0
50,Rural,Adequado,Inadequado,Adequado,Inadequado,0
50,Rural,Adequado,Inadequado,Inadequado,Adequado,0
50,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
50,Rural,Inadequado,Adequado,Adequado,Adequado,0
50,Rural,Inadequado,Adequado,Adequado,Inadequado,0
50,Rural,Inadequado,Adequado,Inadequado,Adequado,0
50,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
50,Rural,Inadequado,Inadequado,Adequado,Adequado,0
50,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
50,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
50,Rural,Inadequado,Inadequado,Inadequado,Inadequado,8673
50,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
50,Rural,Semi-adequado,Adequado,Adequado,Inadequado,18207
50,Rural,Semi-adequado,Adequado,Inadequado,Adequado,25130
50,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,197871
50,Rural,Semi-adequado,Inadequado,Adequado,Adequado,0
50,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
50,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,0
50,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
50,Urbano,Adequado,Adequado,Adequado,Adequado,1304060
50,Urbano,Adequado,Adequado,Adequado,Inadequado,0
50,Urbano,Adequado,Adequado,Inadequado,Adequado,0
50,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
50,Urbano,Adequado,Inadequado,Adequado,Adequado,0
50,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
50,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
50,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
50,Urbano,Inadequado,Adequado,Adequado,Adequado,0
50,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
50,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
50,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
50,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
50,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
50,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
50,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,4745
50,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
50,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,68391
50,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1050019
50,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,24591
50,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,2886
50,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,0
50,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,3142
50,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
51,Rural,Adequado,Adequado,Adequado,Adequado,1351
51,Rural,Adequado,Adequado,Adequado,Inadequado,0
51,Rural,Adequado,Adequado,Inadequado,Adequado,0
51,Rural,Adequado,Adequado,Inadequado,Inadequado,0
51,Rural,Adequado,Inadequado,Adequado,Adequado,0
51,Rural,Adequado,Inadequado,Adequado,Inadequado,0
51,Rural,Adequado,Inadequado,Inadequado,Adequado,0
51,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
51,Rural,Inadequado,Adequado,Adequado,Adequado,0
51,Rural,Inadequado,Adequado,Adequado,Inadequado,0
51,Rural,Inadequado,Adequado,Inadequado,Adequado,0
51,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
51,Rural,Inadequado,Inadequado,Adequado,Adequado,0
51,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
51,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
51,Rural,Inadequado,Inadequado,Inadequado,Inadequado,12923
51,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
51,Rural,Semi-adequado,Adequado,Adequado,Inadequado,48709
51,Rural,Semi-adequado,Adequado,Inadequado,Adequado,57506
51,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,376413
51,Rural,Semi-adequado,Inadequado,Adequado,Adequado,0
51,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
51,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,0
51,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
51,Urbano,Adequado,Adequado,Adequado,Adequado,1248822
51,Urbano,Adequado,Adequado,Adequado,Inadequado,0
51,Urbano,Adequado,Adequado,Inadequado,Adequado,0
51,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
51,Urbano,Adequado,Inadequado,Adequado,Adequado,0
51,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
51,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
51,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
51,Urbano,Inadequado,Adequado,Adequado,Adequado,0
51,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
51,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
51,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
51,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
51,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
51,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
51,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,5057
51,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
51,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,5665
51,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1539976
51,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,72520
51,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,26733
51,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,0
51,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,35023
51,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
52,Rural,Adequado,Adequado,Adequado,Adequado,10372
52,Rural,Adequado,Adequado,Adequado,Inadequado,0
52,Rural,Adequado,Adequado,Inadequado,Adequado,0
52,Rural,Adequado,Adequado,Inadequado,Inadequado,0
52,Rural,Adequado,Inadequado,Adequado,Adequado,0
52,Rural,Adequado,Inadequado,Adequado,Inadequado,0
52,Rural,Adequado,Inadequado,Inadequado,Adequado,0
52,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
52,Rural,Inadequado,Adequado,Adequado,Adequado,0
52,Rural,Inadequado,Adequado,Adequado,Inadequado,0
52,Rural,Inadequado,Adequado,Inadequado,Adequado,0
52,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
52,Rural,Inadequado,Inadequado,Adequado,Adequado,0
52,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
52,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
52,Rural,Inadequado,Inadequado,Inadequado,Inadequado,37167
52,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
52,Rural,Semi-adequado,Adequado,Adequado,Inadequado,18242
52,Rural,Semi-adequado,Adequado,Inadequado,Adequado,20913
52,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,457164
52,Rural,Semi-adequado,Inadequado,Adequado,Adequado,0
52,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
52,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,8099
52,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
52,Urbano,Adequado,Adequado,Adequado,Adequado,4158256
52,Urbano,Adequado,Adequado,Adequado,Inadequado,0
52,Urbano,Adequado,Adequado,Inadequado,Adequado,0
52,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
52,Urbano,Adequado,Inadequado,Adequado,Adequado,0
52,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
52,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
52,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
52,Urbano,Inadequado,Adequado,Adequado,Adequado,0
52,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
52,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
52,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
52,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
52,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
52,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
52,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,55694
52,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
52,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,21063
52,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,1989036
52,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,50422
52,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,67511
52,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,7325
52,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,119240
52,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
53,Rural,Adequado,Adequado,Adequado,Adequado,506
53,Rural,Adequado,Adequado,Adequado,Inadequado,0
53,Rural,Adequado,Adequado,Inadequado,Adequado,0
53,Rural,Adequado,Adequado,Inadequado,Inadequado,0
53,Rural,Adequado,Inadequado,Adequado,Adequado,0
53,Rural,Adequado,Inadequado,Adequado,Inadequado,0
53,Rural,Adequado,Inadequado,Inadequado,Adequado,0
53,Rural,Adequado,Inadequado,Inadequado,Inadequado,0
53,Rural,Inadequado,Adequado,Adequado,Adequado,0
53,Rural,Inadequado,Adequado,Adequado,Inadequado,0
53,Rural,Inadequado,Adequado,Inadequado,Adequado,0
53,Rural,Inadequado,Adequado,Inadequado,Inadequado,0
53,Rural,Inadequado,Inadequado,Adequado,Adequado,0
53,Rural,Inadequado,Inadequado,Adequado,Inadequado,0
53,Rural,Inadequado,Inadequado,Inadequado,Adequado,0
53,Rural,Inadequado,Inadequado,Inadequado,Inadequado,2760
53,Rural,Semi-adequado,Adequado,Adequado,Adequado,0
53,Rural,Semi-adequado,Adequado,Adequado,Inadequado,21115
53,Rural,Semi-adequado,Adequado,Inadequado,Adequado,20145
53,Rural,Semi-adequado,Adequado,Inadequado,Inadequado,117800
53,Rural,Semi-adequado,Inadequado,Adequado,Adequado,0
53,Rural,Semi-adequado,Inadequado,Adequado,Inadequado,0
53,Rural,Semi-adequado,Inadequado,Inadequado,Adequado,649
53,Rural,Semi-adequado,Inadequado,Inadequado,Inadequado,0
53,Urbano,Adequado,Adequado,Adequado,Adequado,2348144
53,Urbano,Adequado,Adequado,Adequado,Inadequado,0
53,Urbano,Adequado,Adequado,Inadequado,Adequado,0
53,Urbano,Adequado,Adequado,Inadequado,Inadequado,0
53,Urbano,Adequado,Inadequado,Adequado,Adequado,0
53,Urbano,Adequado,Inadequado,Adequado,Inadequado,0
53,Urbano,Adequado,Inadequado,Inadequado,Adequado,0
53,Urbano,Adequado,Inadequado,Inadequado,Inadequado,0
53,Urbano,Inadequado,Adequado,Adequado,Adequado,0
53,Urbano,Inadequado,Adequado,Adequado,Inadequado,0
53,Urbano,Inadequado,Adequado,Inadequado,Adequado,0
53,Urbano,Inadequado,Adequado,Inadequado,Inadequado,0
53,Urbano,Inadequado,Inadequado,Adequado,Adequado,0
53,Urbano,Inadequado,Inadequado,Adequado,Inadequado,0
53,Urbano,Inadequado,Inadequado,Inadequado,Adequado,0
53,Urbano,Inadequado,Inadequado,Inadequado,Inadequado,0
53,Urbano,Semi-adequado,Adequado,Adequado,Adequado,0
53,Urbano,Semi-adequado,Adequado,Adequado,Inadequado,245653
53,Urbano,Semi-adequado,Adequado,Inadequado,Adequado,215962
53,Urbano,Semi-adequado,Adequado,Inadequado,Inadequado,35894
53,Urbano,Semi-adequado,Inadequado,Adequado,Adequado,3069
53,Urbano,Semi-adequado,Inadequado,Adequado,Inadequado,0
53,Urbano,Semi-adequado,Inadequado,Inadequado,Adequado,1022
53,Urbano,Semi-adequado,Inadequado,Inadequado,Inadequado,0
